报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,净资产收益率,净资产收益率-摊薄,产权比率,资产负债率
2013-09-30,39.50亿,69.97%,40.14亿,68.44%,904.98亿,-1.56%,1.2700,12.75,7.67,3.44,12.28,4.37%,10.44%,9.93%,12.71,92.70%
2013-06-30,21.87亿,14.86%,22.30亿,14.48%,626.91亿,-4.07%,0.7000,12.08,7.56,2.88,9.95,3.49%,5.95%,5.80%,13.09,92.90%
2013-03-31,14.65亿,90.76%,14.87亿,85.88%,372.56亿,-3.95%,0.4700,11.99,7.70,2.64,4.79,3.93%,4.00%,3.92%,12.59,92.64%
2012-12-31,29.33亿,4.79%,29.17亿,16.26%,1169.21亿,7.06%,0.9400,11.50,7.68,2.17,17.39,2.51%,8.69%,8.18%,12.76,92.73%
2012-09-30,23.24亿,2.42%,23.83亿,False,919.32亿,8.64%,0.7400,11.05,7.43,2.17,14.42,2.53%,6.97%,6.74%,12.96,92.84%
2012-06-30,19.04亿,7.27%,19.48亿,34.90%,653.51亿,13.04%,0.6100,11.20,7.39,2.35,10.60,2.92%,5.72%,5.45%,12.43,92.55%
2012-03-31,7.68亿,-35.73%,8.00亿,False,387.90亿,13.37%,0.2500,10.56,7.03,2.08,7.18,1.98%,2.40%,2.33%,12.34,92.50%
2011-12-31,27.99亿,24.46%,25.09亿,43.95%,1092.09亿,6.53%,1.2400,10.04,6.76,1.84,24.91,2.56%,16.84%,8.94%,11.35,91.90%
2011-09-30,22.69亿,False,False,False,846.18亿,False,1.0600,False,False,False,False,2.68%,False,False,False,False
2011-06-30,17.75亿,False,14.44亿,False,578.12亿,False,0.9300,7.87,4.52,2.02,16.23,3.07%,13.13%,8.67%,15.93,94.09%
2011-03-31,11.95亿,False,False,False,342.14亿,False,1.0000,False,False,False,16.58,3.49%,18.00%,False,False,False
2010-12-31,22.49亿,-15.45%,17.43亿,-30.20%,1025.13亿,39.14%,1.8700,5.47,0.86,2.90,51.33,2.19%,41.63%,34.25%,45.38,97.84%
2009-12-31,26.60亿,309.86%,24.97亿,261.36%,736.74亿,48.40%,2.2200,3.53,0.80,1.40,34.00,3.61%,94.70%,62.77%,47.75,97.95%
2008-12-31,6.49亿,False,6.91亿,False,496.46亿,False,0.5400,1.15,0.63,-0.48,25.19,1.31%,25.34%,47.03%,118.53,99.16%
