报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,净资产收益率,净资产收益率-摊薄,产权比率,资产负债率
2017-12-31,3.61亿,-40.75%,3.55亿,-44.58%,12.63亿,-31.25%,0.1900,3.99,1.14,0.92,-3.51,29.60%,4.77%,4.76%,2.17,68.45%
2017-06-30,2.38亿,-28.83%,2.39亿,-28.11%,6.19亿,-33.39%,0.1300,3.96,1.15,0.93,-1.50,38.99%,3.09%,3.15%,1.91,64.66%
2016-12-31,6.10亿,-58.54%,6.41亿,-57.11%,18.36亿,-40.37%,0.3200,3.98,1.15,0.94,-0.89,35.05%,7.97%,8.06%,2.13,67.09%
2016-06-30,3.34亿,-65.05%,3.32亿,False,9.29亿,-46.94%,0.1800,3.81,1.15,0.89,0.03,37.53%,4.25%,4.61%,2.85,73.19%
2015-12-31,14.71亿,105.81%,14.95亿,105.27%,30.79亿,84.56%,0.8800,4.07,1.15,1.11,2.28,48.66%,25.87%,19.02%,2.99,74.25%
2015-06-30,9.57亿,False,False,False,17.51亿,False,0.6400,False,0.24,1.36,False,55.17%,False,False,7.16,87.09%
2014-12-31,7.15亿,165.03%,7.28亿,171.23%,16.68亿,66.67%,0.4800,2.72,0.09,0.79,2.20,43.78%,19.67%,17.51%,3.94,78.73%
2013-12-31,2.70亿,187.23%,2.69亿,False,10.01亿,21.77%,0.1800,2.14,0.09,0.47,-0.89,27.25%,8.76%,8.41%,2.64,71.00%
2012-12-31,9391.96万,-29.32%,False,False,8.22亿,-5.77%,0.0600,False,0.09,0.38,False,11.20%,False,False,2.05,65.06%
2011-12-31,1.33亿,-70.68%,False,False,8.72亿,-25.82%,0.0900,False,0.09,0.36,False,14.52%,False,False,2.46,69.05%
2010-12-31,4.53亿,-22.72%,False,False,11.76亿,-14.76%,0.3000,False,0.09,0.30,False,38.98%,False,False,4.24,80.65%
2009-12-31,5.86亿,1116.47%,False,False,13.80亿,266.74%,0.3900,False,0.12,0.39,False,42.72%,False,False,4.13,80.27%
2008-12-31,4821.24万,-96.74%,False,False,3.76亿,-86.24%,False,False,0.08,0.16,False,12.85%,False,False,2.29,69.29%
2007-12-31,14.77亿,561.05%,False,False,27.35亿,391.68%,False,False,0.05,0.65,False,53.98%,False,False,4.26,80.72%
2006-12-31,2.23亿,False,False,False,5.57亿,False,False,False,0.03,0.20,False,40.19%,False,False,3.47,77.52%
