报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,净资产收益率,净资产收益率-摊薄,产权比率,资产负债率
2018-09-30,7.86亿,False,False,False,51.75亿,False,0.0800,False,False,False,False,16.35%,False,False,False,False
2018-06-30,5.98亿,-38.31%,False,False,33.36亿,-14.11%,0.0700,False,False,False,False,19.48%,False,False,False,False
2018-03-31,3.59亿,False,False,False,17.90亿,False,0.0400,False,False,False,False,21.29%,False,False,False,False
2017-12-31,17.95亿,-26.79%,17.40亿,-27.86%,81.69亿,-2.14%,0.2300,4.27,1.73,0.60,-4.63,23.21%,5.53%,5.48%,2.99,74.18%
2017-06-30,9.69亿,-9.72%,False,False,38.83亿,2.91%,0.1600,False,1.73,0.60,False,26.47%,False,False,2.57,71.10%
2016-12-31,24.52亿,-59.55%,24.11亿,False,83.47亿,-44.52%,0.3300,4.08,1.73,0.62,-0.37,30.35%,8.31%,7.77%,2.86,73.34%
2016-06-30,10.73亿,-73.44%,False,False,37.74亿,-58.24%,0.1400,False,1.73,0.57,False,29.39%,False,False,3.47,77.01%
2015-12-31,60.62亿,223.58%,False,False,150.45亿,156.12%,1.0500,False,1.73,0.63,False,40.48%,False,False,3.31,76.34%
2015-09-30,49.96亿,False,57.00亿,False,119.62亿,False,0.9200,3.79,1.73,0.82,5.07,41.95%,30.46%,16.80%,3.98,79.40%
2015-06-30,40.40亿,816.52%,False,False,90.36亿,294.21%,1.0500,False,False,False,False,44.88%,False,False,False,False
2015-03-31,12.50亿,False,False,False,34.89亿,False,False,False,0.51,0.85,False,35.89%,False,False,6.73,86.94%
2014-12-31,18.74亿,115.44%,18.50亿,112.37%,58.74亿,43.94%,0.3500,2.75,0.49,0.60,2.93,32.04%,14.30%,13.06%,4.86,82.76%
2014-06-30,4.41亿,False,False,False,19.98亿,False,False,False,0.50,0.44,False,22.16%,False,False,2.53,71.48%
2013-12-31,8.70亿,83.33%,8.71亿,86.89%,40.81亿,35.53%,0.1600,2.28,0.49,0.35,-0.74,21.53%,7.50%,7.33%,2.19,68.37%
2012-12-31,4.74亿,8.13%,4.66亿,False,30.11亿,-1.17%,0.0900,2.19,0.49,0.29,-0.34,15.80%,4.25%,4.15%,1.92,65.44%
2011-12-31,4.39亿,-69.84%,False,False,30.47亿,-33.01%,False,False,0.45,0.28,False,14.44%,False,False,2.02,66.82%
2010-12-31,14.55亿,-37.41%,False,False,45.49亿,-18.09%,False,False,0.47,0.22,False,32.41%,False,False,2.95,74.67%
2009-12-31,23.24亿,184.70%,False,False,55.54亿,106.85%,False,False,0.48,0.33,False,42.16%,False,False,3.11,75.54%
2008-12-31,8.16亿,-61.19%,False,False,26.85亿,-47.78%,False,False,0.47,0.15,False,30.62%,False,False,1.67,62.37%
2007-12-31,21.03亿,4829.39%,False,False,51.42亿,1636.57%,False,False,0.06,0.62,False,40.97%,False,False,6.68,86.86%
2006-12-31,4266.63万,False,False,False,2.96亿,False,False,False,0.02,-0.07,False,14.16%,False,False,1.16,53.41%
