报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,净资产收益率,净资产收益率-摊薄,产权比率,资产负债率
2018-06-30,6.43亿,10.03%,5.87亿,2.01%,11.84亿,10.95%,0.2300,3.49,1.45,0.69,-2.66,54.29%,7.11%,6.17%,4.45,81.67%
2018-03-31,3.25亿,9.23%,3.02亿,3.50%,6.01亿,4.78%,0.1300,3.50,1.45,0.71,-1.49,54.09%,4.21%,3.11%,4.16,80.63%
2017-12-31,10.11亿,22.64%,10.05亿,23.71%,19.43亿,7.34%,0.4300,2.66,0.44,0.76,0.48,52.02%,17.46%,16.18%,6.95,87.42%
2017-09-30,8.67亿,False,8.52亿,False,15.11亿,False,0.3700,2.59,0.44,0.79,0.43,57.45%,15.15%,14.28%,6.81,87.19%
2017-06-30,5.84亿,41.22%,5.76亿,False,10.67亿,26.15%,0.2500,False,False,False,False,54.74%,10.39%,False,False,False
2017-03-31,2.98亿,False,2.92亿,False,5.74亿,False,0.1300,2.42,0.44,0.63,-0.48,51.89%,5.38%,5.23%,6.94,87.41%
2016-12-31,8.24亿,12.51%,8.12亿,23.17%,18.10亿,36.32%,0.3500,2.30,0.44,0.50,-0.59,45.64%,16.45%,15.29%,6.75,87.10%
2016-06-30,4.14亿,11.66%,False,False,8.46亿,26.82%,False,False,0.44,0.42,False,48.90%,False,False,6.01,85.73%
2015-12-31,7.32亿,20.87%,6.59亿,19.60%,13.25亿,25.46%,0.3100,1.99,0.44,0.29,0.27,55.30%,16.89%,15.72%,6.03,85.78%
2015-06-30,3.70亿,25.10%,False,False,6.67亿,23.43%,False,False,0.44,0.21,False,55.54%,False,False,6.10,85.92%
2014-12-31,6.06亿,20.61%,5.51亿,11.46%,10.56亿,11.50%,0.2600,1.72,0.44,0.09,-0.60,57.40%,15.70%,15.05%,5.62,84.89%
2014-06-30,2.96亿,5.33%,False,False,5.40亿,12.65%,False,False,0.20,0.29,False,54.80%,False,False,4.74,82.58%
2013-12-31,5.02亿,30.81%,4.95亿,False,9.47亿,33.70%,False,1.60,0.15,0.24,-0.0030,53.06%,15.77%,14.33%,4.27,81.02%
2013-06-30,2.81亿,47.51%,False,False,4.80亿,42.72%,False,False,0.15,0.19,False,58.61%,False,False,4.33,81.23%
2012-12-31,3.84亿,33.32%,False,False,7.08亿,33.18%,False,False,0.10,0.26,False,54.23%,False,False,3.77,79.03%
2012-06-30,1.91亿,False,False,False,3.36亿,False,False,False,0.10,0.25,False,56.70%,False,False,3.37,77.12%
2011-12-31,2.88亿,69.29%,False,False,5.32亿,73.06%,False,False,0.10,0.20,False,54.17%,False,False,2.69,72.88%
2011-06-30,False,False,False,False,False,False,False,False,0.23,0.36,False,False,False,False,4.91,83.08%
2010-12-31,1.70亿,54.38%,False,False,3.07亿,52.77%,False,False,0.23,0.20,False,55.38%,False,False,4.15,80.58%
2010-06-30,8324.96万,False,False,False,1.44亿,False,False,False,0.23,0.17,False,57.94%,False,False,3.02,75.15%
2009-12-31,1.10亿,82.03%,False,False,2.01亿,76.84%,False,False,0.18,0.24,False,54.81%,False,False,2.09,67.66%
2008-12-31,6056.19万,34.74%,False,False,1.14亿,34.64%,False,False,0.0035,0.21,False,53.25%,False,False,1.92,65.75%
2007-12-31,4494.86万,False,False,False,8447.96万,False,False,False,0.0035,0.14,False,53.21%,False,False,0.92,47.81%
